,date,customer_id,order_id,product,quantity,price,revenue,category,cluster_km
1390,2019-01-22 02:03:00,88e4fd8b-c05c-4341-9368-291b452fee6b,69881,сушилка для белья напольная ника сб3б 10 м белая,1,569.0,569.0,Товары для сада,1
1391,2019-01-23 00:07:00,65750d7d-d0b4-46d1-83c2-f6756f0ab8a1,14526,пеларгония зональная диам. 12 см сиреневый полумахровый,1,188.0,188.0,Товары для сада,1
1392,2019-01-23 00:07:00,65750d7d-d0b4-46d1-83c2-f6756f0ab8a1,14526,пеларгония зональная диам. 12 см сиреневый простая,1,188.0,188.0,Товары для сада,1
1393,2019-01-23 01:02:00,e163be92-04cb-4859-a0f5-143ed106da73,69939,контейнер герметичный прямоугольный виолет 092/051 500 мл дымчатый,1,74.0,74.0,Товары для кухни,2
1394,2019-01-23 01:02:00,e163be92-04cb-4859-a0f5-143ed106da73,69940,набор вешалок пластмассовых rozenbal r181900,1,157.0,157.0,Хозяйственные товары,2
1395,2019-01-23 01:03:00,5fa9bbd0-f5b2-47e6-ad5d-a38c6e69c9b2,14527,"многолетнее растение тимьян-чабрец розовый объем 0,5 л",1,89.0,89.0,Товары для сада,1
1396,2019-01-23 01:03:00,5fa9bbd0-f5b2-47e6-ad5d-a38c6e69c9b2,14527,рассада зелени для кухни розмарина в горшке диам. 9 см,1,101.0,101.0,Товары для сада,1
1397,2019-01-23 01:03:00,5fa9bbd0-f5b2-47e6-ad5d-a38c6e69c9b2,14527,рассада зелени для кухни шалфея в горшке диам. 9 см,1,101.0,101.0,Товары для сада,1
1398,2019-01-23 01:03:00,b9b22b6a-5f2e-4f0c-8b2b-f54ff7f05238,69941,искусственный цветок пластиковый нарцисс 3 бутона королевский 46 см,10,71.0,710.0,Товары для сада,1
1399,2019-01-23 01:04:00,8fa1ee5d-7955-4ad6-8ce0-fd27033e991a,69944,емкость для соуса с ложкой pasabahce 200 мл ots131505-000,15,101.0,1515.0,Другие товары,3
1400,2019-01-23 01:04:00,f29c5aa3-c50c-4558-a242-0569e03c32e1,69942,фикус каучуконосный эластика абиджан d-12 см h-30 см,1,164.0,164.0,Другие товары,3
1401,2019-01-23 01:08:00,3cc07fac-f7cc-44ed-b2c2-962d1c810aef,69946,тарелка суповая luminarc мариса оранж 20 см j7687,6,228.0,1368.0,Товары для кухни,2
1402,2019-01-23 01:09:00,a684bf62-f75c-4e82-aa74-6d02b127b439,69833,чехол eurogold clean metallic металлизированый с поролоном для досок 120х38-120х42 см c42f3m,2,299.0,598.0,Хозяйственные товары,0
1403,2019-01-24 00:07:00,3f57fb59-15d6-4df5-bffe-217e7a0ad379,69947,"защитная соль для посудомоечных машин ludwik 1,5 кг польша 5900861242227",1,224.0,224.0,Другие товары,3
1404,2019-01-24 01:01:00,dfad9aa4-f5f7-4902-9e07-1dee83bc3506,69956,"таз пластмассовый 16,0 л пищевой круглый м2507, 1404037",6,224.0,1344.0,Хозяйственные товары,0
1405,2019-01-24 01:05:00,ac070679-0e88-4d63-af67-2277896d9451,69958,"гипоаллергенный концентрированный гель для стирки белья vpk для деликатных тканей 2,5 л корея 8809473130144",1,539.0,539.0,Товары для сада,1
1406,2019-01-24 01:05:00,eb9de5c6-a1be-4de6-a656-35947be6b203,69959,"коврик придверный с дизайном, из резины и кокоса 58,5*89 gothic iron slice / готический узор, 4468",1,1642.0,1642.0,Товары для ванной комнаты и туалета,4
1407,2019-01-24 02:00:00,6c38a2ac-1440-4edf-994d-c9f552714af9,69962,гладильная доска ника бест 122х40 см нб,1,1574.0,1574.0,Хозяйственные товары,0
1408,2019-01-25 00:09:00,dae77d02-6c91-448a-bd8f-ce2b47b3c8ea,69966,муляж ананас 21 см,1,374.0,374.0,Товары для сада,1
1409,2019-01-25 01:05:00,0f706ddb-69a1-4464-93e6-8b6c4f079f65,69971,скатерть 150х120 см wellness wt125-куэна 100% полиэстер,1,764.0,764.0,Товары для гостиной и спальни,5
1410,2019-01-26 00:09:00,8eff5b5c-750a-4d7e-ac93-16e87fae5ba6,69972,"гладильная доска ника дсп эконом 106,5х29 эк1",1,449.0,449.0,Хозяйственные товары,0
1411,2019-01-26 01:05:00,be1ed9d8-1e0c-46cb-afec-8162f7b13df8,69977,сумка-тележка 2-х колесная gimi argo черная,1,1087.0,1087.0,Хозяйственные товары,0
1412,2019-01-26 01:06:00,5d04584e-4920-42ad-9f26-02a5c360feca,69978,коврик кухонный apache coffee chef 45x75 см 5420,2,1012.0,2024.0,Товары для кухни,2
1413,2019-01-26 02:01:00,5d566073-92e8-41d1-a2e6-d301ee5ab6d8,69980,цветок искусственный крокус 20 см,1,22.0,22.0,Товары для сада,1
1414,2019-01-26 02:01:00,5d566073-92e8-41d1-a2e6-d301ee5ab6d8,69981,цветок искусственный крокус 20 см,15,20.0,300.0,Товары для сада,1
1415,2019-01-26 02:02:00,5d566073-92e8-41d1-a2e6-d301ee5ab6d8,69982,"декоративная композиция искуственных цветов букет роз три цветка, цвет в ассортименте 85 см",1,112.0,112.0,Товары для сада,1
1416,2019-01-27 01:00:00,c4c03d99-d2fa-4c46-861a-36e9ff268d97,69868,гладильная доска nika haushalt тефлон золотой 122х40 см hp1t/g,1,2699.0,2699.0,Хозяйственные товары,0
1417,2019-01-27 01:01:00,8cff7e6d-6875-44d0-9937-9b7d380faecd,69986,пеларгония зональная махровая микс d-12 см,1,209.0,209.0,Товары для сада,1
1418,2019-01-27 01:02:00,004d24e9-4a6c-4d0e-8727-8391dfd4b43a,69987,вешалка-перекладина valiant металлическая двойная с антискользящим покрытием 50320,12,128.0,1536.0,Хозяйственные товары,0
1419,2019-01-27 01:05:00,a0cfee58-2e99-47ae-9e57-aa1cfaaf70b0,69988,сушилка для белья gimi mito алюминий,1,1799.0,1799.0,Товары для сада,1
1420,2019-01-27 01:06:00,c51c51ee-7537-4319-8c77-b4420349b6df,69989,пеларгония зональная махровая микс d-12 см,3,209.0,627.0,Товары для сада,1
1421,2019-01-27 01:06:00,ebaa2c16-1a52-48d1-bd2f-e590d8a957f9,67497,"скатерть муза 100% полиэфир овальная 180х150 см сливочная с цветами, wellness, wto185-муза*04",1,1012.0,1012.0,Товары для гостиной и спальни,5
1422,2019-01-27 01:07:00,002d4d3a-4a59-406b-86ec-c3314357e498,69990,сумка-тележка 2-х колесная складная gimi flexi серая,1,1649.0,1649.0,Хозяйственные товары,0
1423,2019-01-27 02:01:00,b66305d1-9062-41a3-a4e0-1171ddac8d4e,69992,сушилка для белья потолочная лиана люкс 160 см ллп-160,1,449.0,449.0,Товары для сада,1
1424,2019-01-27 02:03:00,d54c2473-481a-41d6-8585-df6014d597f5,69993,кружка мерная 11600 1 л,1,67.0,67.0,Товары для кухни,2
1425,2019-01-28 01:02:00,ed16f4d7-d6b3-4a9d-8821-f2ae3028f9f9,69997,сушилка для белья лиана люкс 110 см потолочная,1,389.0,389.0,Товары для сада,1
1426,2019-01-28 01:03:00,b2b00631-8a7a-4c61-8993-282b28ab3a6e,70000,роза патио оранжевая d-12 см h-30,1,374.0,374.0,Товары для сада,1
1427,2019-01-28 01:03:00,6362dd50-4d12-41a4-8534-44cb67c92ee3,69998,фиалка d-9 см белая махровая,1,119.0,119.0,Товары для сада,1
1428,2019-01-28 01:03:00,f9a15108-149f-4b97-9888-2f0dd450cb06,69999,"герань домашняя (пеларгония зональная) цветущая d12, h25-30, красная, полумахровая",1,149.0,149.0,Товары для сада,1
1429,2019-01-28 01:04:00,761cde26-1570-4263-8296-78e56cbd4772,70003,"измельчитель овощей ручной шк-4 деревянный, 3 ножа, 1516020",4,479.0,1916.0,Товары для сада,1
1430,2019-01-28 01:08:00,35a6aae3-9710-443c-b360-2cc3c6e2eef6,70007,"штора для ванной spirella / спирелла tex shine текстиль с гидрофобной пропиткой, шампань, 180*200 см, 1015640",1,4424.0,4424.0,Товары для ванной комнаты и туалета,4
1431,2019-01-28 02:01:00,1f9af411-ce8f-4bb8-ba54-28c032df23eb,70008,гладильная доска ника blues 124х46 см 5757,1,2527.0,2527.0,Хозяйственные товары,0
1432,2019-01-28 02:02:00,0a29b892-f32e-483a-871c-d05bb91bbb95,70009,"модульная стеклянная банка 1,1л, 298264, brabantia,",7,825.0,5775.0,Товары для кухни,2
1433,2019-01-28 02:02:00,6c5b3e2b-719c-4af2-829c-98fe706a6fb8,70010,чехол eurogold clean metallic металлизированый с поролоном для досок 120х38-120х42 см c42f3m,1,299.0,299.0,Хозяйственные товары,0
1434,2019-01-28 02:03:00,ca03ffbc-a53d-4d7d-99a8-dea92c8c88f0,70011,сушилка для белья zalger simfony 1255-90 одноуровневая с крыльями 20 м,1,1574.0,1574.0,Товары для сада,1
1435,2019-01-29 01:00:00,fc7d1f38-a8cd-47ab-8d5e-3d9cedcc05cd,70012,"контейнер для мусора пластиковый 50 л 40,7х30,6х72,7 см ролл топ серый, curver, d 03977-856",1,1012.0,1012.0,Хозяйственные товары,0
1436,2019-01-29 01:00:00,84a2542c-372e-43af-97f4-5990d6f626d0,70013,сушилка для белья настенная ника сн90 серебро 90 см,1,524.0,524.0,Товары для сада,1
1437,2019-01-29 01:09:00,fb242fe4-8eae-4767-8388-2838761b0967,70017,перчатки fabrikators для чистки овощей детские оранжевый ko2pu,1,224.0,224.0,Товары для сада,1
1438,2019-01-29 02:01:00,1cd0c18d-5437-400d-9a64-d0f8ba25f596,70018,термостакан webber ве-6031 чай 450 мл,1,299.0,299.0,Товары для кухни,2
1439,2019-01-30 01:02:00,b5314f48-d92a-43d3-a021-2c4274ff2130,70027,штора для ванной комнаты 240х200 fragmmento бежевая текстильная 240х200 см 6041,1,1162.0,1162.0,Товары для ванной комнаты и туалета,4
1440,2019-01-30 01:03:00,395aeb0e-dab1-4dbd-8cbc-219ba2536e8a,70028,столовая ложка attribute fortress 2 шт acf622,1,127.0,127.0,Хозяйственные товары,0
1441,2019-01-30 01:05:00,560083b4-f5a2-4a86-99c3-59e736915f42,70030,хлорофитум d-13 см,4,112.0,448.0,Товары для сада,1
1442,2019-01-30 01:09:00,f5a5bf01-7180-4b07-bda7-13d34d879f45,70035,сушилка для белья hausmann hermes de luxe 20 м 03-010c-1,1,3749.0,3749.0,Товары для сада,1
1443,2019-01-30 01:09:00,93b6c348-b9d8-46f5-b369-c88861af9dd3,70034,подставка для ножей alpenkok круглая из пластика 11*22 см красная ak-202st,1,727.0,727.0,Товары для кухни,2
1444,2019-01-30 02:00:00,4d416cec-6f5b-4444-9b50-08770397714b,14521,пеларгония зональная диам. 12 см белая полумахровая,1,188.0,188.0,Товары для сада,1
1445,2019-01-30 02:00:00,4d416cec-6f5b-4444-9b50-08770397714b,14521,пеларгония зональная диам. 12 см красная махровая,1,188.0,188.0,Товары для сада,1
1446,2019-01-30 02:00:00,4d416cec-6f5b-4444-9b50-08770397714b,14521,пеларгония зональная диам. 12 см темнорозовая полумахровая,1,188.0,188.0,Товары для сада,1
1447,2019-01-30 02:02:00,b27cb3a0-256a-4c99-acfd-1b68361490f4,70036,лестница стремянка зми конёк медный антик тс 277,1,974.0,974.0,Хозяйственные товары,0
1448,2019-01-31 01:02:00,052616d4-286c-4ae0-87ec-6d7f1c41f56f,70041,чайный набор luminarc лили флауэр 6 шт 320 мл j8565,2,712.0,1424.0,Товары для кухни,2
1449,2019-01-31 01:04:00,cc92a5b2-dea9-4b55-8a44-2bfa4ff44b08,70045,весы напольные edition feet механические,1,1424.0,1424.0,Хозяйственные товары,0
1450,2019-01-31 01:09:00,a4c3dadb-eb3d-4ee1-81c5-1525e5ac2e20,70048,"банка стеклянная с металлической крышкой и краником attribute grape 3,8 л abs038",1,667.0,667.0,Хозяйственные товары,0
1451,2019-02-01 00:09:00,ab46eafd-f9d3-4f91-af42-794d675d9c0c,70050,карниз для ванной комнаты виолет раздвижной 210 см с кольцами белый 2110/6,1,157.0,157.0,Хозяйственные товары,0
1452,2019-02-01 01:02:00,223c92c6-a951-4307-a8c3-19bdc455eb79,70055,азалия индика фиолетовая d-10 см h-20,1,209.0,209.0,Товары для сада,1
1453,2019-02-01 01:09:00,1f7d9fa8-2a19-4852-8d96-df314d02270f,70061,тележка багажная delta тбр-20 черный с серым грузоподъемность 25 кг сумка 50 кг каркас россия,1,727.0,727.0,Хозяйственные товары,0
1454,2019-02-02 00:08:00,e56f7220-5fb7-48ac-a606-03786df41343,14529,пеларгония зональная диам. 12 см темнорозовая полумахровая,1,188.0,188.0,Товары для сада,1
1455,2019-02-02 00:08:00,e56f7220-5fb7-48ac-a606-03786df41343,14529,пеларгония зональная махровая белая,1,150.0,150.0,Товары для сада,1
1456,2019-02-02 00:08:00,e56f7220-5fb7-48ac-a606-03786df41343,14529,пеларгония зональная махровая белая взрослое растение,1,150.0,150.0,Товары для сада,1
1457,2019-02-02 00:08:00,e56f7220-5fb7-48ac-a606-03786df41343,14529,пеларгония розебудная emma укорененный черенок,1,135.0,135.0,Товары для сада,1
1458,2019-02-02 00:08:00,e56f7220-5fb7-48ac-a606-03786df41343,14529,пеларгония розебудная mary укорененный черенок,1,135.0,135.0,Товары для сада,1
1459,2019-02-02 00:08:00,e56f7220-5fb7-48ac-a606-03786df41343,14529,пеларгония розебудная prins nikolai укорененный черенок,1,135.0,135.0,Товары для сада,1
1460,2019-02-02 01:04:00,7da2d0c1-eba4-4b4b-9b6a-d7276bce5c05,70065,тележка багажная delta тбр-20 черный с серым грузоподъемность 25 кг сумка 50 кг каркас россия,1,727.0,727.0,Хозяйственные товары,0
1461,2019-02-02 01:07:00,9b090857-e0bb-4bb6-b289-a402986601d7,70066,полки qwerty берлин чёрный 44х24х10 см 40х20х10 см 36х16х10 см 72008,2,1987.0,3974.0,Другие товары,3
1462,2019-02-02 01:08:00,f0a8ceff-0220-4bcb-bac6-1f831eeb8677,70067,"штора для ванной комнаты пвх 180х180 см ракушки бежевая, 5923",2,67.0,134.0,Товары для ванной комнаты и туалета,4
1463,2019-02-03 01:06:00,0a1b82ed-6fa9-486b-b358-4746f82f6e77,70075,"крючок проволочный 75 мм латунь, 1110136",1,44.0,44.0,Другие товары,3
1464,2019-02-03 01:07:00,e0ebcdf9-5839-4f8e-8881-4a2090e72f2b,70076,цветок искусственный тюльпан 40 см пластик цвет в ассортименте,15,20.0,300.0,Товары для сада,1
1465,2019-02-03 01:08:00,141797da-03db-40c4-a81d-62c1e4469a17,70077,сушилка для белья напольная ника сбп1/с 18 м,1,599.0,599.0,Товары для сада,1
1466,2019-02-03 01:09:00,12eaa6c3-6a3d-4e39-89e8-df777a47d98c,70078,"герань домашняя (пеларгония зональная) цветущая d12, h25-30, лососевая, махровая",1,149.0,149.0,Товары для сада,1
1467,2019-02-03 02:00:00,8b8d7154-b2d2-4000-81bf-fa1f6f913f3d,70079,"просеиватель для муки d27см., rsb",1,202.0,202.0,Товары для сада,1
1468,2019-02-03 02:02:00,845d52ce-9420-4c44-b4b5-3fb55c792084,69310,"муляж груша желтый 9,5 см полиуретан",7,59.0,413.0,Товары для сада,1
1469,2019-02-04 00:06:00,909564b8-3a5c-4d3e-8310-5ba1c837bbd7,70080,мусорный контейнер hailo bigbin swing 45 0845-010 45 л хром,3,5512.0,16536.0,Товары для кухни,2
1470,2019-02-04 01:01:00,d06bd766-4e79-4842-9bef-3f4e73dbac61,14530,пеларгония зональная розоцветная маргарита лососевая 5-7 листов,1,90.0,90.0,Товары для сада,1
1471,2019-02-04 01:01:00,d06bd766-4e79-4842-9bef-3f4e73dbac61,14530,пеларгония toscana angeleyes amarillo burgundy укорененный черенок,1,112.0,112.0,Товары для сада,1
1472,2019-02-04 01:01:00,d06bd766-4e79-4842-9bef-3f4e73dbac61,14530,пеларгония toscana angeleyes amarillo rosato укорененный черенок,1,112.0,112.0,Товары для сада,1
1473,2019-02-04 01:01:00,4b123350-0a74-43ab-b17a-c4ae4e4c9dde,70059,коврик хлопковый 45х75 см цвета в ассортименте 6195,5,127.0,635.0,Товары для ванной комнаты и туалета,4
1474,2019-02-04 01:02:00,d7bed80e-6192-4cbe-8cef-fb1cb292d51c,70088,гладильная доска ника haushalt m hm 122х40 см,1,1574.0,1574.0,Хозяйственные товары,0
1475,2019-02-04 01:02:00,5375ad01-5d2e-425e-95bb-e83d2f9f47cf,70087,сушилка для белья настенная zalger prima 510-720 веревочная 7 линий 25 м,1,299.0,299.0,Товары для сада,1
1476,2019-02-04 01:04:00,2ac8ca9c-97a5-45ab-b227-f9a2e276b475,70092,"кастрюля чугунная 24 см, красная, 3.6 л, pyrex, sc5ac24/5141",1,1799.0,1799.0,Товары для кухни,2
1477,2019-02-04 01:06:00,eec973c9-6ae9-4c1b-b1c7-a2718fde2f84,70031,муляж красное яблоко мини полиуретан d-6 см,1,59.0,59.0,Хозяйственные товары,0
1478,2019-02-04 01:06:00,282d20b5-8d00-424f-b339-7adf6c7c16d1,70094,"сиденье для гладильной доски leifheit niveau, 71325",1,6149.0,6149.0,Хозяйственные товары,0
1479,2019-02-04 01:06:00,3bec2677-1f86-4f83-8076-c7db726032d0,70095,"муляж яблоко, оранжевый, 8,5 см, полиуретан",25,51.0,1275.0,Хозяйственные товары,0
1480,2019-02-04 01:07:00,a4475003-d39f-4d68-a289-8c63d697cde4,70096,"штора для ванной 180х200 см, rigone розовый",1,937.0,937.0,Товары для ванной комнаты и туалета,4
1481,2019-02-04 02:03:00,c42ba183-9dfe-4b9b-a572-3624973eab54,70099,весы настольные электронные delta ксе-01 белый 5кг,1,802.0,802.0,Хозяйственные товары,0
1482,2019-02-05 01:01:00,674ae431-43b3-448f-a2b2-803682fddf69,70105,"крючок проволочный 125 мм медь, 1110132",1,67.0,67.0,Другие товары,3
1483,2019-02-05 01:01:00,6a087991-1301-470a-82c4-7df67e38ae1e,70106,гладильная доска ника верона 1 чехол мужчина с розой 122х42 см дв1м,1,1949.0,1949.0,Хозяйственные товары,0
1484,2019-02-05 01:01:00,64df0b14-88d2-498a-a3b7-f256b0508e82,70104,средство для мытья посуды vestar гранат 1000 мл россия 4620757211700,1,82.0,82.0,Товары для сада,1
1485,2019-02-05 01:04:00,677b421a-944a-485c-89a8-7c961e68523e,70108,цветок искусственный гвоздика тканевая красная 50 см,13,22.0,286.0,Товары для сада,1
1486,2019-02-05 01:05:00,5ec85e49-1721-4398-8a1f-636ca03df853,70109,толкушка деревянная ( бук ) 1530018,1,104.0,104.0,Другие товары,3
1487,2019-02-05 01:07:00,c3e67a34-7b23-4fba-aefd-265fa2957b38,70110,махровое полотенце 70х35 см wellness exclusive 1дсж1_йота_1-67 100% хлопок,1,134.0,134.0,Товары для кухни,2
1488,2019-02-05 01:07:00,57659817-b1c5-4eea-8d0a-a8bdc1770022,70111,вешалка ника комфорт 6 напольная серебро вк6с,1,899.0,899.0,Хозяйственные товары,0
1489,2019-02-05 01:09:00,3a2b92b8-e0a4-4009-a8ac-15c9520d9615,70113,"швабра для пола с отжимом и фиксатором микрофибра, r212608, rozenbal",1,667.0,667.0,Хозяйственные товары,0
1490,2019-02-05 02:03:00,3d6dc30a-7d45-45d2-b2ce-1446c7e59d79,70116,пеларгония розебудная red pandora укорененный черенок,2,134.0,268.0,Товары для сада,1
1491,2019-03-09 01:07:00,3d6dc30a-7d45-45d2-b2ce-1446c7e59d79,70671,мята перечная тач tachi d-7 см h-10 см мандариновая мята укорененный черенок,1,74.0,74.0,Товары для сада,1
1492,2019-02-06 00:09:00,2ca9fdc6-cdfe-4695-8ce3-f564c4bd9018,70118,кодонанта укорененный черенок 1 шт,1,44.0,44.0,Другие товары,3
1493,2019-02-06 01:01:00,f909dc01-f7f6-4217-a842-958e0d06c9f4,70123,кофр для хранения hausmann средний 36х36х30 2 шт. 4c-202,2,749.0,1498.0,Хозяйственные товары,0
1494,2019-04-13 01:00:00,f909dc01-f7f6-4217-a842-958e0d06c9f4,71127,чехол для одежды объемный hausmann с овальным окном пвх и ручками 60х100х10 см коричневый hm-701003cb,2,299.0,598.0,Хозяйственные товары,0
1495,2019-02-06 01:01:00,45b6424e-3786-491b-8ea7-0509093c13b3,70121,лестница-стремянка dogrular ufuk оцинкованная 8-ми ступенчатая,1,1649.0,1649.0,Хозяйственные товары,0
1496,2019-02-06 01:02:00,62952c5b-e5ef-4009-a2f9-1ebff401c514,14532,пеларгония зональная диам. 12 см коралловая полумахровая,1,188.0,188.0,Товары для сада,1
1497,2019-02-06 01:02:00,62952c5b-e5ef-4009-a2f9-1ebff401c514,14532,пеларгония зональная диам. 12 см сиреневый полумахровый,1,188.0,188.0,Товары для сада,1
1498,2019-02-06 01:02:00,62952c5b-e5ef-4009-a2f9-1ebff401c514,14532,пеларгония зональная диам. 12 см темнорозовая полумахровая,1,188.0,188.0,Товары для сада,1
1499,2019-02-06 01:02:00,62952c5b-e5ef-4009-a2f9-1ebff401c514,14532,пеларгония зональная махровая белая взрослое растение,1,150.0,150.0,Товары для сада,1
1500,2019-02-06 01:02:00,62952c5b-e5ef-4009-a2f9-1ebff401c514,14532,пеларгония зональная махровая лососевая,1,150.0,150.0,Товары для сада,1
1501,2019-02-16 01:07:00,62952c5b-e5ef-4009-a2f9-1ebff401c514,14540,пеларгония розебудная emma укорененный черенок,1,135.0,135.0,Товары для сада,1
1502,2019-02-16 01:07:00,62952c5b-e5ef-4009-a2f9-1ebff401c514,14540,пеларгония розебудная mary укорененный черенок,1,135.0,135.0,Товары для сада,1
1503,2019-02-16 01:07:00,62952c5b-e5ef-4009-a2f9-1ebff401c514,14540,пеларгония розебудная prins nikolai укорененный черенок,1,135.0,135.0,Товары для сада,1
1504,2019-02-19 01:07:00,62952c5b-e5ef-4009-a2f9-1ebff401c514,14545,пеларгония розебудная mary укорененный черенок,1,135.0,135.0,Товары для сада,1
1505,2019-02-19 01:07:00,62952c5b-e5ef-4009-a2f9-1ebff401c514,14545,пеларгония розебудная prins nikolai укорененный черенок,1,135.0,135.0,Товары для сада,1
1506,2019-02-19 01:07:00,62952c5b-e5ef-4009-a2f9-1ebff401c514,14545,пеларгония розоцветная ред розебуд молодые растения,1,90.0,90.0,Товары для сада,1
1507,2019-02-06 01:02:00,54df6e98-81b0-45e1-9878-53d0a59c65d4,70125,"гладильная доска ника лина 1 112х34,5 см дл1",1,652.0,652.0,Хозяйственные товары,0
1508,2019-02-06 01:03:00,d7e993fe-b99e-411a-8dcb-f6abaf50a2a2,70126,гладильная доска dogrular эко инжи 110х33 см 224414,1,1424.0,1424.0,Хозяйственные товары,0
1509,2019-02-06 01:04:00,7965b1a6-daa6-4e85-8dc6-b70913ab0c2d,70128,средство для быстрого удаления жировых загрязнений decs антижир 500 мл россия 4660015923259,2,104.0,208.0,Товары для кухни,2
1510,2019-02-06 01:05:00,671a745b-22d3-4724-af7b-f5357b586407,70129,сушилка для белья напольная ника сб3 10 м,1,569.0,569.0,Товары для сада,1
1511,2019-02-06 01:09:00,3bff3367-00fe-4cc1-a058-d5d61aecff6a,70132,тележка багажная delta тбр-20 синий грузоподъемность 25 кг сумка и 50 кг каркас россия,1,727.0,727.0,Хозяйственные товары,0
1512,2019-02-06 01:09:00,35c87773-538a-4332-b7e9-895c7c6045ac,70134,муляж баклажан 18 см,1,59.0,59.0,Хозяйственные товары,0
1513,2019-02-07 00:09:00,bcd33809-4972-4a73-9fa9-f1ad0eeb1d83,70136,"совок и щетка на стальных длинных рукоятках 120 см, rozenbal, r500028",1,592.0,592.0,Хозяйственные товары,0
1514,2019-02-07 00:09:00,af4d270b-c7ae-4af5-9582-4e61ff08eff0,70135,"веник сорго с деревянной ручкой с 4-мя швами, rozenbal, r206204",20,550.0,11000.0,Хозяйственные товары,0
1515,2019-02-07 01:04:00,4b7b0e7e-ea25-4717-bbc7-7d01abf62854,70142,"муляж перец чили в связке, красный, 60 см, полиуретан, fancy fair/ff rp60",1,187.0,187.0,Товары для сада,1
1516,2019-02-07 01:05:00,9e8e69cc-9cba-476e-b15d-9e2c02d60c94,70143,сумка-тележка 2-х колесная складная gimi flexi серая,1,1649.0,1649.0,Хозяйственные товары,0
1517,2019-02-07 02:00:00,add6d8bd-36ca-4c46-8a0b-7f13bbd05555,70152,сушилка для белья потолочная zalger lift basic 1520 200 см 10 м,1,614.0,614.0,Товары для сада,1
1518,2019-02-07 02:00:00,1082b33a-b43e-4e60-ab13-6fb896dd3459,70150,"хлебница деревянная (бук) кб-028, 35х28х19 см 1524002",2,562.0,1124.0,Товары для кухни,2
1519,2019-02-07 02:00:00,7a59030f-8133-4aa2-bfe3-fbc462b5b1fa,70151,сушилка для белья gimi mito алюминий,1,1799.0,1799.0,Товары для сада,1
1520,2019-02-07 02:01:00,e8891e35-9d4d-4404-b87a-db5d2c49625c,70153,сумка-тележка хозяйственная gimi kangoo thermo powder коричневая,1,2999.0,2999.0,Хозяйственные товары,0
1521,2019-02-07 02:02:00,a58e9582-22fd-4aa4-9faa-e4df080db7fd,70120,"гладильная доска белль-юниор1 34,5х112см дсп 1200006",1,899.0,899.0,Хозяйственные товары,0
1522,2019-02-08 01:00:00,b76ec821-f568-41f1-af91-689780e2cd24,70160,искусственный цветок мимоза пластиковая желтая,2,44.0,88.0,Товары для сада,1
1523,2019-02-27 01:05:00,b76ec821-f568-41f1-af91-689780e2cd24,70488,искусственный цветок сирень пластиковая лиловая,2,97.0,194.0,Товары для сада,1
1524,2019-02-08 01:02:00,375eeafe-2616-4b2d-ad0c-387ecee9589e,70165,пеларгония розебудная queen ingrid укорененный черенок,1,134.0,134.0,Товары для сада,1
1525,2019-02-08 01:02:00,caf8cd5f-f4ec-4bef-b5b2-4f4b61fb79a5,70166,гладильная доска sarayli grown lux 45х125 см,1,3524.0,3524.0,Хозяйственные товары,0
1526,2019-02-08 01:07:00,022ecd2e-bc6c-4e78-938e-b9e4bc526271,14534,пеларгония зональная розоцветная маргарита лососевая 5-7 листов,1,90.0,90.0,Товары для сада,1
1527,2019-02-08 01:07:00,022ecd2e-bc6c-4e78-938e-b9e4bc526271,14534,пеларгония розебудная emma укорененный черенок,1,135.0,135.0,Товары для сада,1
1528,2019-02-08 01:07:00,022ecd2e-bc6c-4e78-938e-b9e4bc526271,14534,пеларгония розебудная margaretha укорененный черенок,1,135.0,135.0,Товары для сада,1
1529,2019-02-08 01:07:00,022ecd2e-bc6c-4e78-938e-b9e4bc526271,14534,пеларгония розебудная prins nikolai укорененный черенок,2,135.0,270.0,Товары для сада,1
1530,2019-02-08 01:07:00,022ecd2e-bc6c-4e78-938e-b9e4bc526271,14534,пеларгония розебудная red pandora укорененный черенок,2,135.0,270.0,Товары для сада,1
1531,2019-02-08 01:07:00,022ecd2e-bc6c-4e78-938e-b9e4bc526271,14534,пеларгония розоцветная ред розебуд молодые растения,1,90.0,90.0,Товары для сада,1
1532,2019-02-08 01:07:00,022ecd2e-bc6c-4e78-938e-b9e4bc526271,14534,пеларгония toscana angeleyes amarillo burgundy укорененный черенок,2,112.0,224.0,Товары для сада,1
1533,2019-02-08 01:08:00,ba3f3dd5-f63d-4744-823b-4f6c96bc46fd,70169,гладильная доска ника lora fashion hlf 123х46 см,1,1949.0,1949.0,Хозяйственные товары,0
1534,2019-02-08 01:09:00,fe99fee2-d40c-4ef9-a589-8679f42076fa,70171,тарелка суповая стоунмания капучино 20 см j2132 luminarc,1,292.0,292.0,Товары для кухни,2
1535,2019-02-08 02:01:00,e9d89e1f-92e2-4f53-b9f3-d055a4ed8052,70172,антуриум андрианум пикассо голубой d-15 см,1,1522.0,1522.0,Товары для сада,1
1536,2019-02-09 01:02:00,4a5956df-79b0-4825-9863-864919eb9628,14535,пеларгония зональная диам. 12 см коралловая полумахровая,1,150.0,150.0,Товары для сада,1
1537,2019-02-09 01:02:00,4a5956df-79b0-4825-9863-864919eb9628,14535,пеларгония зональная розоцветная маргарита лососевая 5-7 листов,4,90.0,360.0,Товары для сада,1
